CENSUS_YEAR	GEO_CODE (POR)	GEO_LEVEL	GEO_NAME	GNR	DATA_QUALITY_FLAG	ALT_GEO_CODE	DIM: Employment income statistics (7)	Member ID: Employment income statistics (7)	Notes: Employment income statistics (7)	DIM: Work activity during the reference year (4)	Member ID: Work activity during the reference year (4)	Notes: Work activity during the reference year (4)	DIM: Age (6B)	Member ID: Age (6B)	Notes: Age (6B)	DIM: Sex (3)	Member ID: Sex (3)	Notes: Sex (3)	DIM: Occupation - National Occupational Classification (NOC) 2016 (691)	Member ID: Occupation - National Occupational Classification (NOC) 2016 (691)	Notes: Occupation - National Occupational Classification (NOC) 2016 (691)	Average Income - Female	Average Income - Male	Gap	Gap_Perc	City_rank_in_NOC	Num_Cities_for_NOC
2016	932	2	Abbotsford - Mission	5.3	0	59932	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	568	2	Barrie	4.1	0	35568	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	522	2	Belleville	4.8	0	35522	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	543	2	Brantford	5.3	20000	35543	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	825	2	Calgary	4.9	0	48825	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		147597	165094	17497	0.105982047	3	5
2016	1	0	Canada	5.1	20000	1	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		117854	127489	9635	0.075575148	2	5
2016	835	2	Edmonton	5.7	0	48835	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	132147	n/a	n/a	n/a	5
2016	580	2	Greater Sudbury	5.5	0	35580	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		113556	101822	-11734	-0.115240321	1	5
2016	550	2	Guelph	3.9	0	35550	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	205	2	Halifax	4.7	0	12205	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	537	2	Hamilton	4.5	0	35537	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	138590	n/a	n/a	n/a	5
2016	915	2	Kelowna	6	0	59915	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	521	2	Kingston	4.4	0	35521	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	541	2	Kitchener - Cambridge - Waterloo	4.4	0	35541	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	810	2	Lethbridge	6	0	48810	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	555	2	London	4.3	0	35555	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	305	2	Moncton	4.5	0	13305	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	462	2	Montréal	3.7	20000	24462	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	117400	n/a	n/a	n/a	5
2016	532	2	Oshawa	4	0	35532	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	505	2	Ottawa - Gatineau	4	0	35505	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	529	2	Peterborough	4.5	0	35529	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	421	2	Quebec	4.3	0	24421	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	91836	n/a	n/a	n/a	5
2016	705	2	Regina	5.5	0	47705	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	408	2	Saguenay	4.6	0	24408	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	310	2	Saint John	4.9	0	13310	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	725	2	Saskatoon	4.9	0	47725	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	129166	n/a	n/a	n/a	5
2016	433	2	Sherbrooke	4.2	0	24433	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	539	2	St. Catharines - Niagara	5.1	0	35539	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	1	2	St. John's	5.3	0	10001	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	595	2	Thunder Bay	5	0	35595	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	535	2	Toronto	4.2	0	35535	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		87643	134070	46427	0.346289252	4	5
2016	442	2	Trois-Rivières	3.8	0	24442	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	933	2	Vancouver	5.7	1	59933	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		86557	151889	65332	0.430129897	5	5
2016	935	2	Victoria	4.9	20000	59935	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	559	2	Windsor	5	0	35559	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	602	2	Winnipeg	4	0	46602	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2143 Mining engineers	167		0	0	n/a	n/a	n/a	5
2016	932	2	Abbotsford - Mission	5.3	0	59932	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	568	2	Barrie	4.1	0	35568	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	522	2	Belleville	4.8	0	35522	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	543	2	Brantford	5.3	20000	35543	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	825	2	Calgary	4.9	0	48825	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		76900	154126	77226	0.501057576	6	7
2016	1	0	Canada	5.1	20000	1	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		76354	117525	41171	0.350316954	3	7
2016	835	2	Edmonton	5.7	0	48835	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	118158	n/a	n/a	n/a	7
2016	580	2	Greater Sudbury	5.5	0	35580	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	550	2	Guelph	3.9	0	35550	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	205	2	Halifax	4.7	0	12205	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	107579	n/a	n/a	n/a	7
2016	537	2	Hamilton	4.5	0	35537	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	915	2	Kelowna	6	0	59915	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	105596	n/a	n/a	n/a	7
2016	521	2	Kingston	4.4	0	35521	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	541	2	Kitchener - Cambridge - Waterloo	4.4	0	35541	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	810	2	Lethbridge	6	0	48810	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	555	2	London	4.3	0	35555	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	85181	n/a	n/a	n/a	7
2016	305	2	Moncton	4.5	0	13305	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	462	2	Montréal	3.7	20000	24462	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		66213	89290	23077	0.258449994	2	7
2016	532	2	Oshawa	4	0	35532	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	505	2	Ottawa - Gatineau	4	0	35505	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		78466	129573	51107	0.394426308	4	7
2016	529	2	Peterborough	4.5	0	35529	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	421	2	Quebec	4.3	0	24421	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		45597	148817	103220	0.693603553	7	7
2016	705	2	Regina	5.5	0	47705	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	408	2	Saguenay	4.6	0	24408	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	310	2	Saint John	4.9	0	13310	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	725	2	Saskatoon	4.9	0	47725	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	80305	n/a	n/a	n/a	7
2016	433	2	Sherbrooke	4.2	0	24433	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	539	2	St. Catharines - Niagara	5.1	0	35539	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	1	2	St. John's	5.3	0	10001	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	92772	n/a	n/a	n/a	7
2016	595	2	Thunder Bay	5	0	35595	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	535	2	Toronto	4.2	0	35535	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		77594	97545	19951	0.204531242	1	7
2016	442	2	Trois-Rivières	3.8	0	24442	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	933	2	Vancouver	5.7	1	59933	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		72689	143439	70750	0.493241029	5	7
2016	935	2	Victoria	4.9	20000	59935	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	87680	n/a	n/a	n/a	7
2016	559	2	Windsor	5	0	35559	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	0	n/a	n/a	n/a	7
2016	602	2	Winnipeg	4	0	46602	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2144 Geological engineers	168		0	116030	n/a	n/a	n/a	7
2016	932	2	Abbotsford - Mission	5.3	0	59932	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	568	2	Barrie	4.1	0	35568	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	522	2	Belleville	4.8	0	35522	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	543	2	Brantford	5.3	20000	35543	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	825	2	Calgary	4.9	0	48825	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		148092	205779	57687	0.280334728	3	4
2016	1	0	Canada	5.1	20000	1	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		138144	182874	44730	0.244594639	2	4
2016	835	2	Edmonton	5.7	0	48835	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		84195	120469	36274	0.301106509	4	4
2016	580	2	Greater Sudbury	5.5	0	35580	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	550	2	Guelph	3.9	0	35550	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	205	2	Halifax	4.7	0	12205	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	195681	n/a	n/a	n/a	4
2016	537	2	Hamilton	4.5	0	35537	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	915	2	Kelowna	6	0	59915	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	521	2	Kingston	4.4	0	35521	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	541	2	Kitchener - Cambridge - Waterloo	4.4	0	35541	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	810	2	Lethbridge	6	0	48810	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	555	2	London	4.3	0	35555	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	305	2	Moncton	4.5	0	13305	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	462	2	Montréal	3.7	20000	24462	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	70660	n/a	n/a	n/a	4
2016	532	2	Oshawa	4	0	35532	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	505	2	Ottawa - Gatineau	4	0	35505	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	529	2	Peterborough	4.5	0	35529	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	421	2	Quebec	4.3	0	24421	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	705	2	Regina	5.5	0	47705	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	97291	n/a	n/a	n/a	4
2016	408	2	Saguenay	4.6	0	24408	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	310	2	Saint John	4.9	0	13310	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	85802	n/a	n/a	n/a	4
2016	725	2	Saskatoon	4.9	0	47725	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	433	2	Sherbrooke	4.2	0	24433	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	539	2	St. Catharines - Niagara	5.1	0	35539	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	1	2	St. John's	5.3	0	10001	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		155718	171157	15439	0.090203731	1	4
2016	595	2	Thunder Bay	5	0	35595	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	535	2	Toronto	4.2	0	35535	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	61535	n/a	n/a	n/a	4
2016	442	2	Trois-Rivières	3.8	0	24442	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	933	2	Vancouver	5.7	1	59933	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	142878	n/a	n/a	n/a	4
2016	935	2	Victoria	4.9	20000	59935	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	88017	n/a	n/a	n/a	4
2016	559	2	Windsor	5	0	35559	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	602	2	Winnipeg	4	0	46602	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2145 Petroleum engineers	169		0	0	n/a	n/a	n/a	4
2016	932	2	Abbotsford - Mission	5.3	0	59932	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	92275	n/a	n/a	n/a	5
2016	568	2	Barrie	4.1	0	35568	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	522	2	Belleville	4.8	0	35522	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	543	2	Brantford	5.3	20000	35543	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	825	2	Calgary	4.9	0	48825	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	82497	n/a	n/a	n/a	5
2016	1	0	Canada	5.1	20000	1	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		80307	89372	9065	0.101429978	5	5
2016	835	2	Edmonton	5.7	0	48835	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	580	2	Greater Sudbury	5.5	0	35580	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	550	2	Guelph	3.9	0	35550	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	205	2	Halifax	4.7	0	12205	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	87411	n/a	n/a	n/a	5
2016	537	2	Hamilton	4.5	0	35537	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	88670	n/a	n/a	n/a	5
2016	915	2	Kelowna	6	0	59915	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	521	2	Kingston	4.4	0	35521	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	541	2	Kitchener - Cambridge - Waterloo	4.4	0	35541	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		84303	78913	-5390	-0.068303068	1	5
2016	810	2	Lethbridge	6	0	48810	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	555	2	London	4.3	0	35555	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	305	2	Moncton	4.5	0	13305	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	462	2	Montréal	3.7	20000	24462	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		81786	89641	7855	0.087627313	3	5
2016	532	2	Oshawa	4	0	35532	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	108623	n/a	n/a	n/a	5
2016	505	2	Ottawa - Gatineau	4	0	35505	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		97360	99105	1745	0.017607588	2	5
2016	529	2	Peterborough	4.5	0	35529	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	421	2	Quebec	4.3	0	24421	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	705	2	Regina	5.5	0	47705	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	408	2	Saguenay	4.6	0	24408	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	310	2	Saint John	4.9	0	13310	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	725	2	Saskatoon	4.9	0	47725	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	433	2	Sherbrooke	4.2	0	24433	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	539	2	St. Catharines - Niagara	5.1	0	35539	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	1	2	St. John's	5.3	0	10001	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	595	2	Thunder Bay	5	0	35595	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	535	2	Toronto	4.2	0	35535	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		79498	87179	7681	0.088106081	4	5
2016	442	2	Trois-Rivières	3.8	0	24442	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	933	2	Vancouver	5.7	1	59933	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	86736	n/a	n/a	n/a	5
2016	935	2	Victoria	4.9	20000	59935	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
2016	559	2	Windsor	5	0	35559	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2146 Aerospace engineers	170		0	0	n/a	n/a	n/a	5
